Index,HourType,YawRate,Speed,Heading
1434,Rush Hour,-0.3,26.6,91.025
1435,Rush Hour,-0.3,26.6,91.025
1436,Rush Hour,-0.24,26.72,90.9875
1437,Rush Hour,-0.2,26.78,90.9625
1438,Rush Hour,-0.2,26.82,91.075
1439,Rush Hour,0.09,26.88,91.05
1440,Rush Hour,-0.04,27,91.05
1441,Rush Hour,-0.04,27,91.05
1442,Rush Hour,0,27.06,91
1443,Rush Hour,0,27.06,91
1444,Rush Hour,-0.29,27.16,90.9
1445,Rush Hour,-0.27,27.22,90.8625
1446,Rush Hour,-0.29,27.32,90.8
1447,Rush Hour,-0.29,27.32,90.8
1448,Rush Hour,-0.54,26.36,91.1875
1449,Rush Hour,-0.51,26.34,91.225
1450,Rush Hour,-0.08,26.38,91.325
1451,Rush Hour,0,26.44,91.2625
1452,Rush Hour,-0.07,26.48,91.2
1453,Rush Hour,-0.07,26.48,91.2
1454,Rush Hour,-0.25,26.58,91.125
1455,Rush Hour,-0.25,26.58,91.125
1456,Rush Hour,-0.24,26.62,91.075
1457,Rush Hour,0.05,26.6,91.2
1458,Rush Hour,0.09,26.64,91.15
1459,Rush Hour,0.02,26.7,91.1125
1460,Rush Hour,0.05,26.68,91.15
1461,Rush Hour,0.05,26.68,91.15
1462,Rush Hour,0.06,26.72,91.1375
1463,Non Rush Hour,0.06,26.38,92.0125
1464,Non Rush Hour,-0.01,26.52,91.9375
1465,Non Rush Hour,-0.01,26.52,91.9375
1466,Non Rush Hour,-0.15,26.52,91.9
1467,Non Rush Hour,-0.15,26.52,91.9
1468,Non Rush Hour,-0.28,26.54,91.95
1469,Non Rush Hour,-0.28,26.54,91.95
1470,Non Rush Hour,-0.19,26.58,91.85
1471,Non Rush Hour,-0.19,26.58,91.85
1472,Non Rush Hour,-0.19,26.64,91.8
1473,Non Rush Hour,-0.19,26.64,91.8
1474,Non Rush Hour,-0.25,26.64,91.7625
1475,Non Rush Hour,-0.25,26.64,91.7625
1476,Non Rush Hour,-0.3,26.66,91.7125
1477,Non Rush Hour,-0.36,26.72,91.6875
1478,Non Rush Hour,-0.36,26.72,91.6875
1479,Non Rush Hour,-0.46,26.72,91.6125
1480,Non Rush Hour,-0.46,26.72,91.6125
1481,Non Rush Hour,-0.64,26.72,91.4875
1482,Non Rush Hour,-0.64,26.72,91.4875
1483,Non Rush Hour,-0.44,33.24,91.3375
1484,Non Rush Hour,-0.34,33.44,91.3
1485,Non Rush Hour,-0.13,33.54,91.25
1486,Non Rush Hour,-0.1,33.6,91.2125
1487,Non Rush Hour,-0.13,33.54,91.175
1488,Non Rush Hour,-0.32,33.28,91.1
1489,Non Rush Hour,-0.26,33.26,91.1375
1490,Non Rush Hour,-0.26,33.26,91.1375
1491,Non Rush Hour,-0.1,33.26,91.1125
1492,Non Rush Hour,-0.1,33.26,91.1125
1493,Non Rush Hour,-0.02,27.04,91.4
1494,Non Rush Hour,-0.02,27.04,91.4
1495,Non Rush Hour,0.03,27.08,91.4
1496,Non Rush Hour,0.03,27.08,91.4
1497,Non Rush Hour,0.32,27.18,91.45
1498,Non Rush Hour,0.32,27.18,91.45
1499,Non Rush Hour,0.28,27.2,91.5
1500,Non Rush Hour,0.28,27.2,91.5
1501,Non Rush Hour,0.42,27.18,91.5375
1502,Non Rush Hour,0.42,27.18,91.5375
1503,Non Rush Hour,0.14,27.22,91.55
1504,Non Rush Hour,0.13,27.24,91.5625
1505,Non Rush Hour,0.13,27.24,91.5625
1506,Non Rush Hour,0.12,27.26,91.575
1507,Non Rush Hour,0.12,27.26,91.575
1508,Non Rush Hour,0.08,27.26,91.6
1509,Non Rush Hour,0.08,27.26,91.6
1510,Non Rush Hour,-0.01,27.3,91.6
1511,Non Rush Hour,-0.01,27.3,91.6
1512,Non Rush Hour,-0.09,27.32,91.6
1513,Non Rush Hour,-0.09,27.32,91.6
1514,Non Rush Hour,0,27.46,91.525
1515,Non Rush Hour,-0.03,27.5,91.5125
1516,Non Rush Hour,-0.11,27.58,91.5
1517,Non Rush Hour,-0.18,27.6,91.4875
1518,Non Rush Hour,-0.09,27.32,91.4875
1519,Non Rush Hour,-0.09,27.32,91.4875
1520,Non Rush Hour,-0.84,26.7,91.375
1521,Non Rush Hour,-0.84,26.7,91.375
1522,Non Rush Hour,-0.78,26.8,91.375
1523,Non Rush Hour,-0.79,26.78,91.275
1524,Non Rush Hour,-0.41,27.08,90.8125
1525,Non Rush Hour,-0.17,27.16,90.925
1526,Non Rush Hour,0.23,27.22,91
1527,Non Rush Hour,0.81,27.28,91.2875
1528,Non Rush Hour,0.96,27.32,91.325
1529,Non Rush Hour,0.94,27.38,91.3375
1530,Non Rush Hour,0.76,27.44,91.375
1531,Non Rush Hour,-0.05,33.3,91.075
1532,Non Rush Hour,-0.05,33.3,91.075
1533,Non Rush Hour,-0.09,33.38,91.0625
1534,Non Rush Hour,-0.11,33.12,91.175
1535,Non Rush Hour,0.11,33.16,91.1875
1536,Non Rush Hour,0.23,33.18,91.1875
1537,Non Rush Hour,0.23,33.22,91.15
1538,Non Rush Hour,0.13,33.2,91.15
1539,Non Rush Hour,0.05,33.24,91.125
1540,Non Rush Hour,-0.05,33.26,91.075
1541,Non Rush Hour,-0.09,33.38,91.0625
1542,Non Rush Hour,-0.19,33.3,91.025
1543,Non Rush Hour,0.23,33.18,91.1875
1544,Non Rush Hour,0.11,33.16,91.1875
1545,Non Rush Hour,-0.11,33.12,91.175
1546,Non Rush Hour,0.05,33.24,91.125
1547,Non Rush Hour,-0.29,33.28,91.0375
1548,Non Rush Hour,-0.19,33.3,91.025
1549,Non Rush Hour,-0.24,33.3,91.025
1550,Non Rush Hour,-0.1,33.34,91.0625
1551,Non Rush Hour,0.26,33.36,91.15
1552,Non Rush Hour,0.28,33.4,91.15
1553,Non Rush Hour,0.23,33.42,91.2
1554,Non Rush Hour,0.26,33.4,91.3
1555,Non Rush Hour,0.43,33.42,91.225
1556,Non Rush Hour,0.21,33.46,91.2625
1557,Non Rush Hour,0.15,33.44,91.45
1558,Non Rush Hour,0.44,33.48,91.425
1559,Non Rush Hour,0.28,33.56,91.35
1560,Non Rush Hour,0.04,25.14,90.475
1561,Non Rush Hour,0.04,25.14,90.475
1562,Non Rush Hour,0.18,25.2,90.4125
1563,Non Rush Hour,0.18,25.2,90.4125
1564,Non Rush Hour,0.11,25.24,90.3625
1565,Non Rush Hour,0.11,25.24,90.3625
1566,Non Rush Hour,-0.05,25.3,90.3125
1567,Non Rush Hour,0.51,25.22,90.6375
1568,Non Rush Hour,0.25,25.38,90.4875
1569,Non Rush Hour,0.4,27.48,93.15
1570,Non Rush Hour,0.26,27.54,93.2
1571,Non Rush Hour,0.26,27.54,93.2
1572,Non Rush Hour,0.22,27.54,93.2
1573,Non Rush Hour,-0.07,27.64,93.1625
1574,Non Rush Hour,-0.82,27.72,92.775
1575,Non Rush Hour,-0.78,27.8,92.6875
1576,Non Rush Hour,-0.83,27.8,92.65
1577,Non Rush Hour,-0.58,27.9,92.6
1578,Non Rush Hour,-0.41,27.92,92.45
1579,Non Rush Hour,-0.6,27.92,92.4375
1580,Non Rush Hour,-0.6,27.92,92.4375
1581,Non Rush Hour,-0.03,28.08,91.6375
1582,Non Rush Hour,-0.03,28.08,91.6375
1583,Non Rush Hour,-0.05,28.08,91.6375
1584,Non Rush Hour,-0.05,28.08,91.6375
1585,Non Rush Hour,-0.4,28.16,91.45
1586,Non Rush Hour,-0.5,28.16,91.4375
1587,Non Rush Hour,-0.45,28.28,91.4375
1588,Non Rush Hour,-0.63,28.3,91.25
1589,Non Rush Hour,-0.64,28.3,91.2125
1590,Non Rush Hour,-0.42,28.46,91.3
1591,Non Rush Hour,-0.42,28.46,91.3
1592,Non Rush Hour,-0.12,28.6,91.175
1593,Non Rush Hour,-0.12,28.6,91.175
1594,Non Rush Hour,-0.2,28.68,91.1
1595,Non Rush Hour,-0.2,28.68,91.1
1596,Non Rush Hour,-0.2,28.68,91.1
1597,Non Rush Hour,-0.2,28.68,91.1
1598,Non Rush Hour,9.55,15.32,53.3
1599,Non Rush Hour,9.67,15.38,54.275
1600,Non Rush Hour,9.76,15.42,55.25
1601,Non Rush Hour,9.81,15.46,56.2375
1602,Non Rush Hour,7.74,15.8,56.1375
1603,Non Rush Hour,7.2,15.84,57.1625
1604,Non Rush Hour,8.05,15.48,59.3125
1605,Non Rush Hour,7.17,15.46,61.2375
1606,Non Rush Hour,7.39,15.06,63.3875
1607,Non Rush Hour,7.89,15.02,64.375
1608,Non Rush Hour,-0.59,27.98,92.3875
1609,Non Rush Hour,-0.48,27.98,92.3625
1610,Non Rush Hour,-0.52,28.04,92.2875
1611,Non Rush Hour,-0.44,28.04,92.2625
1612,Non Rush Hour,-0.44,28.04,92.2625
1613,Non Rush Hour,-0.36,28.12,92.2625
1614,Non Rush Hour,-0.36,28.12,92.2625
1615,Non Rush Hour,-0.24,28.12,92.25
1616,Non Rush Hour,-0.14,28.12,92.2375
1617,Non Rush Hour,-0.39,28.14,92.1
1618,Non Rush Hour,-0.39,28.14,92.1
1619,Non Rush Hour,-0.52,28.16,92.05
1620,Non Rush Hour,-0.52,28.16,92.05
1621,Non Rush Hour,-0.48,28.16,92.0375
1622,Non Rush Hour,-0.52,28.22,91.975
1623,Non Rush Hour,-0.44,28.22,91.95
1624,Non Rush Hour,-0.68,28.28,91.7875
1625,Non Rush Hour,-0.68,28.28,91.7875
1626,Non Rush Hour,-0.67,28.28,91.75
1627,Non Rush Hour,-0.57,28.32,91.7625
1628,Non Rush Hour,-0.57,28.32,91.7625
1629,Non Rush Hour,0,28.72,91.2
1630,Non Rush Hour,0.39,28.74,91.325
1631,Non Rush Hour,0.39,28.74,91.325
1632,Non Rush Hour,0.45,28.72,91.2875
1633,Non Rush Hour,0.32,28.72,91.3
1634,Non Rush Hour,0.19,28.74,91.325
1635,Non Rush Hour,0.46,28.7,91.6
1636,Non Rush Hour,0.46,28.62,91.6
1637,Non Rush Hour,0.35,28.62,91.6375
1638,Non Rush Hour,0.54,28.64,91.7625
1639,Non Rush Hour,0.53,28.64,91.7875
1640,Non Rush Hour,-0.25,28.4,91.825
1641,Non Rush Hour,-0.25,28.4,91.825
1642,Non Rush Hour,0.06,28.4,91.8125
1643,Non Rush Hour,0.2,28.5,91.825
1644,Non Rush Hour,0.23,28.5,91.8375
1645,Non Rush Hour,0.2,28.5,91.8375
1646,Non Rush Hour,0.09,28.56,91.9125
1647,Non Rush Hour,0.22,28.56,91.9125
1648,Non Rush Hour,0.24,28.64,92.0375
1649,Non Rush Hour,0.44,28.64,92.0375
1650,Non Rush Hour,0.45,28.7,92
1651,Non Rush Hour,0.31,28.7,92.025
1652,Non Rush Hour,0.18,28.66,91.9125
1653,Non Rush Hour,-0.09,28.66,91.925
1654,Non Rush Hour,-0.21,28.68,91.975
1655,Non Rush Hour,0.03,28.64,91.7125
1656,Non Rush Hour,0,28.64,91.7125
1657,Non Rush Hour,0,28.64,91.7125
1658,Non Rush Hour,-0.16,28.64,91.6375
1659,Non Rush Hour,-0.16,28.64,91.6375
1660,Non Rush Hour,-0.19,28.68,91.5875
1661,Non Rush Hour,-0.05,28.68,91.6375
1662,Non Rush Hour,-0.01,28.72,91.6
1663,Non Rush Hour,-0.11,28.76,91.5625
1664,Non Rush Hour,0.3,28.82,91.775
1665,Rush Hour,6.89,13.82,41.075
1666,Rush Hour,8.58,13.82,42.1625
1667,Rush Hour,9.06,13.84,44.4375
1668,Rush Hour,9.01,13.84,45.2
1669,Rush Hour,8.35,13.96,46.8875
1670,Rush Hour,8.36,13.98,47.675
1671,Rush Hour,-0.43,26.76,91.1375
1672,Rush Hour,-0.5,26.76,91.075
1673,Rush Hour,-0.5,26.76,91.075
1674,Rush Hour,-0.43,26.76,91.05
1675,Rush Hour,-0.39,26.92,91
1676,Rush Hour,-0.44,27.02,91.0125
1677,Rush Hour,-0.17,27.16,90.925
1678,Rush Hour,0.23,27.52,91.2
1679,Rush Hour,0.58,27.58,91.275
1680,Rush Hour,0.77,27.7,91.3375
1681,Non Rush Hour,0.28,25.58,91.4375
1682,Non Rush Hour,-0.2,25.66,91.375
1683,Non Rush Hour,-0.61,25.78,91.3125
1684,Non Rush Hour,-0.61,25.78,91.3125
1685,Non Rush Hour,-0.2,25.76,91.375
1686,Non Rush Hour,0.03,25.82,91.3625
1687,Non Rush Hour,0.29,25.76,91.5
1688,Non Rush Hour,0.48,25.82,91.625
1689,Non Rush Hour,0.45,25.88,91.65
1690,Non Rush Hour,0.31,25.94,91.6375
1691,Non Rush Hour,0.31,25.94,91.6375
1692,Non Rush Hour,0.05,26.02,91.5625
1693,Non Rush Hour,0.05,26.02,91.5625
1694,Non Rush Hour,-0.14,26.1,91.5375
1695,Non Rush Hour,-0.03,25.94,91.625
1696,Non Rush Hour,-0.03,25.94,91.625
1697,Non Rush Hour,-0.02,26,91.6
1698,Non Rush Hour,-0.02,26,91.6
1699,Non Rush Hour,0.51,27.56,91.8875
1700,Non Rush Hour,0.11,27.62,91.875
1701,Non Rush Hour,0.11,27.62,91.875
1702,Non Rush Hour,0.11,27.62,91.875
1703,Non Rush Hour,0.02,27.6,91.9125
1704,Non Rush Hour,0.1,27.6,91.925
1705,Non Rush Hour,0.02,27.6,91.9125
1706,Non Rush Hour,-0.36,27.74,91.7625
1707,Non Rush Hour,-0.32,27.74,91.75
1708,Non Rush Hour,-0.36,27.74,91.7625
1709,Non Rush Hour,-0.23,27.84,91.75
1710,Non Rush Hour,-0.32,27.74,91.75
1711,Non Rush Hour,-0.18,27.84,91.7375
1712,Non Rush Hour,-0.23,27.84,91.75
1713,Non Rush Hour,-0.14,27.84,91.725
1714,Non Rush Hour,-0.12,27.86,91.7125
1715,Non Rush Hour,-0.14,27.84,91.725
1716,Non Rush Hour,-0.13,27.96,91.6875
1717,Non Rush Hour,-0.12,27.86,91.7125
1718,Non Rush Hour,-0.13,27.96,91.6875
1719,Non Rush Hour,-0.1,28.88,91.5875
1720,Non Rush Hour,-0.19,28.9,91.5875
1721,Non Rush Hour,-0.2,28.9,91.5875
1722,Non Rush Hour,-0.16,28.74,91.525
1723,Non Rush Hour,0.23,28.78,91.6625
1724,Non Rush Hour,0,28.78,91.7
1725,Non Rush Hour,0.16,28.78,91.65
1726,Non Rush Hour,0.23,28.78,91.6625
1727,Non Rush Hour,0.12,28.78,91.6625
1728,Non Rush Hour,0.16,28.78,91.65
1729,Non Rush Hour,0.12,28.78,91.6625
1730,Non Rush Hour,0.45,28.82,91.85
1731,Non Rush Hour,0.45,28.88,91.875
1732,Non Rush Hour,0.45,28.82,91.85
1733,Non Rush Hour,0.39,28.92,91.9
1734,Non Rush Hour,0.32,28.96,91.9125
1735,Non Rush Hour,0.39,28.92,91.9
1736,Non Rush Hour,-0.05,28.86,91.7625
1737,Non Rush Hour,-0.22,28.92,91.775
1738,Non Rush Hour,-0.05,28.86,91.7625
1739,Non Rush Hour,-0.23,28.94,91.7875
1740,Non Rush Hour,-0.22,28.92,91.775
1741,Non Rush Hour,-0.23,28.94,91.7875
1742,Non Rush Hour,-0.5,23.58,90.8625
1743,Non Rush Hour,-0.52,23.62,90.7875
1744,Non Rush Hour,-0.5,23.58,90.8625
1745,Non Rush Hour,-0.57,23.6,90.85
1746,Non Rush Hour,-0.52,23.62,90.7875
1747,Non Rush Hour,-0.38,23.66,90.8
1748,Non Rush Hour,-0.57,23.6,90.85
1749,Non Rush Hour,0.03,23.64,90.9125
1750,Non Rush Hour,-0.38,23.66,90.8
1751,Non Rush Hour,0.14,23.68,90.9
1752,Non Rush Hour,0.03,23.64,90.9125
1753,Non Rush Hour,0.14,23.68,90.9
1754,Non Rush Hour,0.33,23.72,91.075
1755,Non Rush Hour,0.42,23.76,91.125
1756,Non Rush Hour,0.44,23.84,91.2125
1757,Non Rush Hour,0.38,23.84,91.275
1758,Non Rush Hour,0.32,23.88,91.325
1759,Non Rush Hour,0.32,23.88,91.325
1760,Non Rush Hour,0.22,24,91.2625
1761,Non Rush Hour,0.32,23.94,91.3125
1762,Non Rush Hour,0.22,24,91.2625
1763,Non Rush Hour,0.11,24,91.325
1764,Non Rush Hour,0.04,23.94,91.35
1765,Non Rush Hour,0.11,24,91.325
1766,Non Rush Hour,-0.19,25.28,91.5375
1767,Non Rush Hour,0.14,25.16,91.5875
1768,Non Rush Hour,0.04,25.16,91.5375
1769,Non Rush Hour,0.14,25.16,91.5875
1770,Non Rush Hour,0.23,25.02,91.6375
1771,Non Rush Hour,0.24,25.02,91.7
1772,Non Rush Hour,0.23,25.02,91.6375
1773,Non Rush Hour,0.24,25.02,91.7
1774,Non Rush Hour,1.24,24.98,92.375
1775,Non Rush Hour,0.81,24.98,92.225
1776,Non Rush Hour,1.24,24.98,92.375
1777,Non Rush Hour,1.32,24.92,92.7375
1778,Non Rush Hour,1.17,24.88,92.4125
1779,Non Rush Hour,1.45,24.92,92.9
1780,Non Rush Hour,1.45,24.92,92.9
1781,Non Rush Hour,-0.15,26.08,91.525
1782,Non Rush Hour,-0.15,26.08,91.525
1783,Non Rush Hour,-0.15,26.08,91.5375
1784,Non Rush Hour,-0.23,26.1,91.4875
1785,Non Rush Hour,-0.31,26.18,91.45
1786,Non Rush Hour,-0.31,26.18,91.45
1787,Non Rush Hour,-0.33,26.26,91.4
1788,Non Rush Hour,-0.33,26.26,91.4
1789,Non Rush Hour,-0.2,26.2,91.425
1790,Non Rush Hour,-0.11,26.2,91.425
1791,Non Rush Hour,-0.05,26.26,91.4125
1792,Non Rush Hour,-0.05,26.26,91.4125
1793,Non Rush Hour,-0.19,26.32,91.325
1794,Non Rush Hour,-0.19,26.32,91.325
1795,Non Rush Hour,-0.03,26.32,91.425
1796,Non Rush Hour,-0.07,26.46,91.35
1797,Non Rush Hour,-0.04,26.4,91.375
1798,Non Rush Hour,0.13,26.46,91.4375
1799,Non Rush Hour,-0.16,27.96,91.6625
1800,Non Rush Hour,-0.51,28.2,91.325
1801,Non Rush Hour,-0.45,28.3,91.2
1802,Non Rush Hour,-0.41,28.32,91.175
1803,Non Rush Hour,-0.45,28.3,91.2
1804,Non Rush Hour,-0.41,28.32,91.175
1805,Non Rush Hour,-0.26,28.94,91.725
1806,Non Rush Hour,0.04,29,91.775
1807,Non Rush Hour,0.11,29.1,91.825
1808,Non Rush Hour,0.16,29.14,91.8125
1809,Non Rush Hour,0.11,29.12,91.725
1810,Non Rush Hour,-0.14,29.18,91.7375
1811,Non Rush Hour,-0.15,29.22,91.75
1812,Non Rush Hour,-0.1,29.18,91.7
1813,Non Rush Hour,-0.11,29.26,91.725
1814,Non Rush Hour,0.13,24,91.35
1815,Non Rush Hour,0.17,24.06,91.3875
1816,Non Rush Hour,0.13,24,91.35
1817,Non Rush Hour,0.06,24.12,91.3375
1818,Non Rush Hour,0.17,24.06,91.3875
1819,Non Rush Hour,0,24.18,91.2875
1820,Non Rush Hour,0.06,24.12,91.3375
1821,Non Rush Hour,-0.13,24.14,91.3625
1822,Non Rush Hour,-0.04,24.14,91.35
1823,Non Rush Hour,-0.13,24.14,91.3625
1824,Non Rush Hour,-0.09,24.2,91.3
1825,Non Rush Hour,-0.04,24.14,91.35
1826,Non Rush Hour,-0.07,24.28,91.3125
1827,Non Rush Hour,-0.09,24.2,91.3
1828,Non Rush Hour,-0.19,24.32,91.2375
1829,Non Rush Hour,-0.07,24.28,91.3125
1830,Non Rush Hour,-0.34,24.32,91.175
1831,Non Rush Hour,-0.19,24.32,91.2375
1832,Non Rush Hour,-0.49,24.38,91.1
1833,Non Rush Hour,-0.49,24.38,91.1
1834,Non Rush Hour,-0.2,24.4,91.2375
1835,Non Rush Hour,-0.16,24.54,91.0625
1836,Non Rush Hour,-0.16,24.54,91.0625
1837,Non Rush Hour,0.13,24.7,91.1125
1838,Non Rush Hour,1.35,24.9,93.2625
1839,Non Rush Hour,1.35,24.9,93.2625
1840,Non Rush Hour,0.99,24.82,93.525
1841,Non Rush Hour,0.99,24.82,93.525
1842,Non Rush Hour,0.98,24.76,93.6625
1843,Non Rush Hour,0.43,24.76,93.725
1844,Non Rush Hour,0.43,24.76,93.725
1845,Non Rush Hour,-0.17,24.64,93.6125
1846,Non Rush Hour,0.3,24.76,93.75
1847,Non Rush Hour,-0.17,24.64,93.6125
1848,Non Rush Hour,-0.32,24.62,93.6125
1849,Non Rush Hour,-0.35,24.5,93.525
1850,Non Rush Hour,-0.31,24.6,93.625
1851,Non Rush Hour,-0.35,24.5,93.525
1852,Non Rush Hour,0.46,26.6,91.6625
1853,Non Rush Hour,0.46,26.6,91.6625
1854,Non Rush Hour,0.35,26.72,91.625
1855,Non Rush Hour,0.2,26.66,91.575
1856,Non Rush Hour,-0.01,26.72,91.5125
1857,Non Rush Hour,-0.31,26.78,91.5125
1858,Non Rush Hour,-0.44,26.84,91.425
1859,Non Rush Hour,-0.23,26.76,91.525
1860,Non Rush Hour,-0.15,26.82,91.4875
1861,Non Rush Hour,0,24.74,91.0625
1862,Non Rush Hour,-0.13,24.8,91.025
1863,Non Rush Hour,0.13,24.74,91.1875
1864,Non Rush Hour,0.14,24.8,91.1375
1865,Non Rush Hour,-0.1,24.9,91.05
1866,Non Rush Hour,-0.01,24.94,91.1
1867,Non Rush Hour,0,24.9,91.1375
1868,Non Rush Hour,-0.01,24.94,91.1
1869,Non Rush Hour,0.2,25,91.1875
1870,Non Rush Hour,0.19,24.96,91.2125
1871,Non Rush Hour,0.13,25.06,91.1625
1872,Non Rush Hour,0.2,25,91.1875
1873,Non Rush Hour,0.13,25.06,91.1625
